product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
100145633798,华硕ROG STRIX Z890-A GAMING WIFI S吹雪,3599.0,2898.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145633798.html,https://2a.zol-img.com.cn/product/270_320x240/166/cerVF8k3NB4Pw.jpg,"主芯片组：Intel Z890
音频芯片：集成Realtek ALC4080 7.1声道音效芯....>>
内存类型：4×DDR5 DIMM
最大内存容量：192GB
主板板型：ATX板型
外形尺寸：30.5×24.4cm
电源插口：两个8针，一个24针电源接口
供电模式：16+1+2+2相",华硕京东自营旗舰店,50000.0,2025-04-27 17:32:25
10066187493112,微星MAG B650M MORTAR WIFI,1699.0,1159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10066187493112.html,https://2f.zol-img.com.cn/product/223_320x240/759/ceSXuAsG4WNws.jpg,"主芯片组：AMD B650
音频芯片：集成Realtek ALC4080 7.1声道音效芯....>>
内存类型：4×DDR5 DIMM
最大内存容量：128GB
主板板型：Micro ATX板型
外形尺寸：暂无数据
电源插口：暂无数据
供电模式：暂无数据",新东海晨旭电脑配件专营店,5.0,2025-04-27 17:32:37
100017553393,技嘉H610M H DDR4,699.0,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100017553393.html,https://2d.zol-img.com.cn/product/221_320x240/671/ceynRHJ9IBguM.jpg,"主芯片组：Intel H610
音频芯片：集成Realtek 7.1声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：64GB
主板板型：Micro ATX板型
外形尺寸：23.0×21.5cm
电源插口：一个8针，一个24针电源接口
供电模式：6+1+1相",技嘉京东自营官方旗舰店,20000.0,2025-04-27 17:32:59
69297391268,铭瑄 MS-终结者 B760M D4 WIFI,999.0,769.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/69297391268.html,https://2a.zol-img.com.cn/product/226_320x240/426/ceTT7qKKJW85E.jpg,"主芯片组：Intel B760
音频芯片：集成Realtek ALC897 音效芯片
内存类型：4×DDR4 DIMM
最大内存容量：128GB
主板板型：Micro ATX板型
外形尺寸：24.5×24.5cm
电源插口：一个4针，一个8针，一个24针电源接口
供电模式：8+1+1相",亿捷电脑配件专营店,1000.0,2025-04-27 17:33:10
10053663342317,精粤H610M-VDH,363.0,368.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10053663342317.html,https://2a.zol-img.com.cn/product/238_320x240/844/ce3fgEGkDJIN.jpg,"主芯片组：Intel H610
音频芯片：暂无数据
内存类型：2×DDR4 DIMM
最大内存容量：64GB
主板板型：Micro ATX板型
外形尺寸：24×19cm
电源插口：暂无数据
供电模式：暂无数据",精粤旗舰店,10000.0,2025-04-27 17:33:22
100051301799,华硕TUF GAMING B760M-PLUS D4重炮手,1249.0,1149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100051301799.html,https://2c.zol-img.com.cn/product/229_320x240/416/ceYoWQp2oU7vE.jpg,"主芯片组：Intel B760
音频芯片：集成Realtek 7.1声道音效芯片
内存类型：4×DDR4 DIMM
最大内存容量：128GB
主板板型：Micro ATX板型
外形尺寸：24.4×24.4cm
电源插口：一个4针，一个8针，一个24针电源接口
供电模式：暂无数据",华硕京东自营旗舰店,200000.0,2025-04-27 17:33:36
100008241285,华硕PRIME A520M-K,499.0,459.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100008241285.html,https://2d.zol-img.com.cn/product/224_320x240/705/ceEto4VKrcEw.jpg,"主芯片组：AMD A520
音频芯片：集成Realtek ALC887 7.1声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：64GB
主板板型：Micro ATX板型
外形尺寸：22.6×22.1cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据",华硕京东自营旗舰店,10000.0,2025-04-27 17:34:01
100031223682,华硕PRIME B660M-K D4,899.0,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100031223682.html,https://2f.zol-img.com.cn/product/220_320x240/399/ce0CL6XfQGh7Y.jpg,"主芯片组：Intel B660
音频芯片：集成Realtek 7.1声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：64GB
主板板型：Micro ATX板型
外形尺寸：24.4×21.1cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据",华硕京东自营旗舰店,50000.0,2025-04-27 17:34:14
100177908276,微星MPG X870E EDGE TI WIFI,3199.0,3099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100177908276.html,https://2b.zol-img.com.cn/product/271_320x240/305/celMYgYYCMc.jpg,"主芯片组：AMD X870E
音频芯片：集成Realtek ALC4080 7.1声道音效芯....>>
内存类型：4×DDR5 DIMM
最大内存容量：256GB
主板板型：ATX板型
外形尺寸：24.384×30.48cm
电源插口：三个8针，一个24针电源接口
供电模式：14+2+1相",微星京东自营旗舰店,50000.0,2025-04-27 17:34:27
100119905987,华硕ROG CROSSHAIR X870E HERO,4899.0,4899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100119905987.html,https://2f.zol-img.com.cn/product/269_320x240/959/cexPqD48jNhw.png,"主芯片组：AMD X870E
音频芯片：集成Realtek ALC4082 7.1声道音效芯....>>
内存类型：4×DDR5 DIMM
最大内存容量：192GB
主板板型：ATX板型
外形尺寸：30.5×24.4cm
电源插口：三个8针，一个24针电源接口
供电模式：18+2+2相",华硕京东自营旗舰店,20000.0,2025-04-27 17:34:59
