product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
14850798153,西部数据蓝盘 4TB 5400转 64M SATA3（WD40EZRZ）,525.0,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/14850798153.html,https://2d.zol-img.com.cn/product/222_320x240/775/ceAqXhCEILpI.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：4000GB
单碟容量：1000GB
缓存：64MB
转速：5400rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,2000.0,2025-04-22 15:45:56
1540142634,西部数据蓝盘 1TB 7200转 64MB SATA3（WD10EZEX）,270.0,375.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/1540142634.html,https://2b.zol-img.com.cn/product/220_320x240/141/ceaI9dBBU4Tjs.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：1000GB
单碟容量：1000GB
缓存：64MB
转速：7200rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,20000.0,2025-04-22 15:46:08
6856662,希捷BarraCuda 2TB 7200转 256MB SATA3（ST2000DM008）,358.0,449.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/6856662.html,https://2b.zol-img.com.cn/product/222_320x240/831/cepzVFrdRSKU.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：2000GB
单碟容量：暂无数据
缓存：256MB
转速：7200rpm
接口类型：SATA3.0
接口速率：6Gb/秒",希捷Seagate京东自营旗舰店,2000000.0,2025-04-22 15:46:17
1745307990,浪潮L40S,15.6,,,https://2c.zol-img.com.cn/product/259_320x240/796/cewzlRmUQIz6.jpg,"适用类型：其他
硬盘尺寸：3.5英寸
硬盘容量：2GB
单碟容量：暂无数据
转速：其他rpm
缓存：暂无数据
接口类型：SATA接口
接口速率：暂无数据",,,2025-04-22 15:46:30
10028804444676,东芝1TB 5400转 128M SATA3（MQ04ABF100）,249.0,409.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10028804444676.html,https://2a.zol-img.com.cn/product/186_320x240/514/cezCjZPiy6kL6.jpg,"适用类型：笔记本，混合硬盘
硬盘尺寸：2.5英寸
硬盘容量：1000GB
单碟容量：1000GB
缓存：128MB
转速：5400rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,500.0,2025-04-22 15:46:34
1745308002,西部数据紫盘 4TB 64MB SATA3（WD40PURX）,539.0,,,https://2a.zol-img.com.cn/product/225_320x240/182/ceTwSBXEO8r2I.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：4000GB
单碟容量：1000GB
缓存：64MB
转速：暂无数据
接口类型：SATA3.0
接口速率：6Gb/秒",,,2025-04-22 15:46:42
35587603704,希捷Barracuda 2TB 5400转 256MB SATA3（ST2000DM005）,339.0,409.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/35587603704.html,https://2a.zol-img.com.cn/product/194_320x240/330/ce6EBmB7ERl72.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：2000GB
单碟容量：1000GB
缓存：256MB
转速：5400rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,2000.0,2025-04-22 15:46:45
30549919246,希捷Barracuda 1TB 7200转 64MB SATA3（ST1000DM010）,269.0,399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/30549919246.html,https://2e.zol-img.com.cn/product/222_320x240/822/ceD9ztlCOi4Y.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：1000GB
单碟容量：1000GB
缓存：64MB
转速：7200rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,2000.0,2025-04-22 15:46:55
69924991659,西部数据黑盘 1TB 7200转 64MB SATA3（WD1003FZEX）,599.0,539.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/69924991659.html,https://2c.zol-img.com.cn/product/225_320x240/792/ceUYzk4IyS1hs.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：1000GB
单碟容量：1000GB
缓存：64MB
转速：7200rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,2000.0,2025-04-22 15:47:05
1745308034,西部数据红盘Plus 4TB 5400转 128MB SATA3（WD40EFZX）,799.0,,,https://2c.zol-img.com.cn/product/234_320x240/242/ceiLhQVMNf9Co.jpg,"适用类型：台式机
硬盘尺寸：3.5英寸
硬盘容量：4000GB
单碟容量：暂无数据
缓存：128MB
转速：5400rpm
接口类型：SATA3.0
接口速率：6Gb/秒",,,2025-04-22 15:47:14
