product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
100018059303,芝奇幻锋戟 32GB（2×16GB）DDR5 6000,899.0,838.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100018059303.html,https://2f.zol-img.com.cn/product/221_320x240/689/cePQh05dfI2Ug.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",芝奇京东自营旗舰店,5万+,2025-04-20 23:36:56
10071846996568,金百达银爵 16GB（2×8GB）DDR4 3200,359.0,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10071846996568.html,https://2e.zol-img.com.cn/product/225_320x240/910/ceyKmrSYcsQiI.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",,500+,2025-04-20 23:37:05
100055896147,金士顿叛逆者Renegade 32GB(16G*2) DDR5 6000 灯条RGB白,479.0,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100055896147.html,https://2b.zol-img.com.cn/product/256_320x240/847/cewsTbbguuDaY.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",金士顿京东自营旗舰店,5000+,2025-04-20 23:37:17
100042620384,金百达黑刃 DDR5 6800 64GB(32GBx2),779.0,909.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100042620384.html,https://2d.zol-img.com.cn/product/259_320x240/89/ce1ft7tHtfOdY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",金百达京东自营旗舰店,10万+,2025-04-20 23:37:25
10096653994348,威刚XPG 威龙 D300 DDR5 6000 C30 16GB 釉白,415.0,429.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10096653994348.html,https://2d.zol-img.com.cn/product/259_320x240/431/ceuEYtWFxBBY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",,2000+,2025-04-20 23:37:34
71262604818,金士顿骇客神条FURY 16GB DDR4 3200（HX432C18FB/16-SP）,470.0,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/71262604818.html,https://2a.zol-img.com.cn/product/222_320x240/978/ceuu1AYluUqaI.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",,1万+,2025-04-20 23:37:43
1745163470,金士顿FURY Beast 32GB DDR5 6000（KF560C40BB-32）,759.0,,,https://2f.zol-img.com.cn/product/238_320x240/627/cerIOSZzO3wVM.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",,,2025-04-20 23:37:50
10119740401434,芝奇皇家戟 DDR5 6400 64GB（2×32GB）银色,2059.0,2139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10119740401434.html,https://2a.zol-img.com.cn/product/268_320x240/256/ce9qXhxCavA2.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",,200+,2025-04-20 23:37:53
100029704007,七彩虹8GB DDR4 3200 8GB,105.0,89.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100029704007.html,https://2b.zol-img.com.cn/product/238_320x240/611/cevtkHmq7Rng.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",七彩虹京东自营旗舰店,10万+,2025-04-20 23:38:11
100007628368,金士顿FURY Beast 32GB DDR4 3200（KF432C16BB/32）,1079.0,469.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100007628368.html,https://2a.zol-img.com.cn/product/214_320x240/476/cew6IdgYjL0oo.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",金士顿京东自营旗舰店,300万+,2025-04-20 23:38:19
