product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
100004925348,航嘉WD500K,299.0,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100004925348.html,https://2a.zol-img.com.cn/product/223_320x240/476/ce0I1qBMCxp3w.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：500W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据",航嘉 Huntkey 京东自营旗舰店,50万+,2025-04-27 20:50:21
1745758351,海盗船RM650x,680.0,,,https://2e.zol-img.com.cn/product/223_320x240/486/ce8Y8PGYXrc.jpg,"电源类型：台式机电源，游戏电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：9个
PFC类型：主动式
转换效率：90%",,,2025-04-27 20:52:31
1745758367,艾湃电竞GTR Plus-1000MW,419.0,,,https://2a.zol-img.com.cn/product/270_320x240/754/ceCw66G7C2OTQ.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据",,,2025-04-27 20:52:47
1745758441,振华LEADEX G650,739.0,,,https://2b.zol-img.com.cn/product/223_320x240/705/ceShx5Ynsk0A.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：700W
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：89%",,,2025-04-27 20:54:01
1745758471,长城金牌巨龙GW-EPS1250DA(90+),999.0,,,https://2c.zol-img.com.cn/product/223_320x240/676/ce5aOVbL2D30M.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：1250W
最大功率：暂无数据
硬盘接口：12个
主板接口：暂无数据
PFC类型：主动式
转换效率：90%",,,2025-04-27 20:54:31
1745758500,航嘉MVP P1600X,1999.0,,,https://2c.zol-img.com.cn/product/271_320x240/222/ceLuJ81M34DKY.jpg,"电源类型：台式机电源，游戏电源
出线类型：全模组电源
额定功率：1600W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式
转换效率：暂无数据",,,2025-04-27 20:55:00
1745758726,航嘉战鹰750C,329.0,,,https://2a.zol-img.com.cn/product/269_320x240/200/ce1H0mJvBB0w6.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：3个
PFC类型：主动式
转换效率：CQC I级能效",,,2025-04-27 20:58:46
1745758742,海盗船RM750x,770.0,,,https://2d.zol-img.com.cn/product/223_320x240/485/cekRVELxWDs8A.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：90%",,,2025-04-27 20:59:02
1745758847,海盗船RM850x,900.0,,,https://2a.zol-img.com.cn/product/223_320x240/482/ceOSH2WSp8Giw.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式
转换效率：90%",,,2025-04-27 21:00:47
1745758877,振华冰山金蝶GX650,599.0,,,https://2c.zol-img.com.cn/product/83_320x240/80/ce7EXZur1s8f.jpg,"电源类型：台式机电源
出线类型：半模组电源
额定功率：650W
最大功率：700W
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：90%",,,2025-04-27 21:01:17
1745759009,海盗船SF750铂金,1199.0,,,https://2b.zol-img.com.cn/product/195_320x240/465/ceKydPTNcNcg.jpg,"电源类型：台式机电源，游戏电源，小机箱电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：24pin
硬盘接口：4个
PFC类型：暂无数据
转换效率：暂无数据",,,2025-04-27 21:03:29
10031978304775,长城巨龙1650W,999.0,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10031978304775.html,https://2a.zol-img.com.cn/product/253_320x240/792/ceNpXr4zIabY.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：7个
PFC类型：主动式
转换效率：暂无数据",长城浩鼎伟业专卖店,100+,2025-04-27 21:03:33
1745759161,长城X7 黑色,599.0,,,https://2e.zol-img.com.cn/product/238_320x240/500/ceb9QIAkr2qLQ.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据",,,2025-04-27 21:06:01
1745759224,酷冷至尊战剑II 600W（MPW-6001-ACABN1）,269.0,,,https://2f.zol-img.com.cn/product/192_320x240/615/ceH7UDcYFyr3Y.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：600W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：暂无数据",,,2025-04-27 21:07:04
1745759286,航嘉MVP600,439.0,,,https://2d.zol-img.com.cn/product/147_320x240/763/ceftsmwYqan7M.jpg,"电源类型：台式机电源，游戏电源
出线类型：模组电源
额定功率：600W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：7个
PFC类型：主动式
转换效率：86%",,,2025-04-27 21:08:06
1745759600,海韵PRIME TX-1000,2249.0,,,https://2d.zol-img.com.cn/product/205_320x240/335/cednHbYOALw.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：1000W
最大功率：1000W
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式
转换效率：94%",,,2025-04-27 21:13:20
100004925348,航嘉WD500K,299.0,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100004925348.html,https://2a.zol-img.com.cn/product/223_320x240/476/ce0I1qBMCxp3w.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：500W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据",航嘉 Huntkey 京东自营旗舰店,50万+,2025-04-28 16:53:44
10067990542307,华硕ROG-LOKI-850P-SFX-GAMING,549.0,1749.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067990542307.html,https://2e.zol-img.com.cn/product/253_320x240/126/cepTPSSlhkf8w.jpg,"电源类型：台式机电源
出线类型：非模组化
额定功率：850W
最大功率：900W
主板接口：24pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据",华硕（ASUS）电脑配件旗舰店,49,2025-04-28 16:53:59
876229,长城HOPE-6000DS,259.0,219.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/876229.html,https://2b.zol-img.com.cn/product/220_320x240/261/ce2TUuJReFyMo.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：500W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：5个
PFC类型：主动式
转换效率：85%",长城 GreatWall 京东自营旗舰店,50万+,2025-04-28 16:54:13
100143911532,鑫谷昆仑九重KE-1300P,1599.0,1599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100143911532.html,https://2b.zol-img.com.cn/product/270_320x240/635/ce46uBWPfX5RE.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1300W
最大功率：暂无数据
主板接口：24pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据",鑫谷京东自营旗舰店,1万+,2025-04-28 16:54:27
1178929,先马金牌750W,440.0,379.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/1178929.html,https://2c.zol-img.com.cn/product/220_320x240/376/ceNnHsv0Z4CW2.jpg,"电源类型：台式机电源，游戏电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：12个
PFC类型：主动式
转换效率：91.74%",先马SAMA京东自营旗舰店,10万+,2025-04-28 16:54:41
45525159972,金河田龙霸500W,149.0,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/45525159972.html,https://2c.zol-img.com.cn/product/221_320x240/854/ce4q0FJNf5LzI.jpg,"电源类型：台式机电源
出线类型：半模组电源
额定功率：500W
最大功率：600W
主板接口：20+4pin
硬盘接口：4个
转换效率：86%
PFC类型：暂无数据",金河田DIY官方旗舰店,2000+,2025-04-28 16:54:55
10026068943667,航嘉WD600K,379.0,299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10026068943667.html,https://2f.zol-img.com.cn/product/223_320x240/463/ce4gKoB7uzT66.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：600W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式
转换效率：91%",晨惠电脑配件专营店,100+,2025-04-28 16:55:09
44228911763,长城金牌巨龙GW-EPS1000DA(90+),899.0,689.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/44228911763.html,https://2e.zol-img.com.cn/product/221_320x240/262/cexXEVuHNivLo.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：12个
PFC类型：主动式
转换效率：90%",明士达电脑专营店,100+,2025-04-28 16:55:45
10123004620595,华硕雷神二代1600W,4499.0,4239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10123004620595.html,https://2b.zol-img.com.cn/product/252_320x240/273/ceVOsh7JTYVvo.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1600W
最大功率：暂无数据
主板接口：24pin
硬盘接口：1个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据",华硕DIY电脑配件旗舰店,100+,2025-04-28 16:56:12
1745830585,海盗船RM650x,680.0,,,https://2e.zol-img.com.cn/product/223_320x240/486/ce8Y8PGYXrc.jpg,"电源类型：台式机电源，游戏电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：9个
PFC类型：主动式
转换效率：90%",,,2025-04-28 16:56:25
1745830592,艾湃电竞GTR Plus-1000MW,419.0,,,https://2a.zol-img.com.cn/product/270_320x240/754/ceCw66G7C2OTQ.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据",,,2025-04-28 16:56:32
